Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Self-Heal Xpath,Chrome 129.0.0.0,,,01-10-2024 09:45:56,01-10-2024 09:46:37,41.325s,PASSED
,,,,,,,
Test Cases/Self-Heal Using Xpath,Chrome 129.0.0.0,,,01-10-2024 09:45:56,01-10-2024 09:46:37,41.244s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,01-10-2024 09:45:56,01-10-2024 09:45:58,1.718s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 129.0.0.0,,,01-10-2024 09:45:58,01-10-2024 09:46:01,3.081s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment (1)""))",Chrome 129.0.0.0,,,01-10-2024 09:46:01,01-10-2024 09:46:02,0.832s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username (1)""), ""John Doe"")",Chrome 129.0.0.0,,,01-10-2024 09:46:02,01-10-2024 09:46:03,1.034s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password (1)""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 129.0.0.0,,,01-10-2024 09:46:03,01-10-2024 09:46:03,0.516s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login (1)""))",Chrome 129.0.0.0,,,01-10-2024 09:46:03,01-10-2024 09:46:36,32.235s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle (1)""))",Chrome 129.0.0.0,,,01-10-2024 09:46:36,01-10-2024 09:46:36,0.559s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout (1)""))",Chrome 129.0.0.0,,,01-10-2024 09:46:36,01-10-2024 09:46:37,1.014s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,01-10-2024 09:46:37,01-10-2024 09:46:37,0.142s,PASSED
