Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Self-Heal Xpath,Chrome 129.0.0.0,,,28-09-2024 10:28:28,28-09-2024 10:29:09,40.877s,PASSED
,,,,,,,
Test Cases/Self-Heal Using Xpath,Chrome 129.0.0.0,,,28-09-2024 10:28:28,28-09-2024 10:29:09,40.798s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,28-09-2024 10:28:29,28-09-2024 10:28:30,1.392s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 129.0.0.0,,,28-09-2024 10:28:30,28-09-2024 10:28:33,2.766s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment (1)""))",Chrome 129.0.0.0,,,28-09-2024 10:28:33,28-09-2024 10:28:34,0.950s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username (1)""), ""John Doe"")",Chrome 129.0.0.0,,,28-09-2024 10:28:34,28-09-2024 10:28:35,0.908s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password (1)""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 129.0.0.0,,,28-09-2024 10:28:35,28-09-2024 10:28:35,0.590s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login (1)""))",Chrome 129.0.0.0,,,28-09-2024 10:28:35,28-09-2024 10:29:07,32.240s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle (1)""))",Chrome 129.0.0.0,,,28-09-2024 10:29:07,28-09-2024 10:29:08,0.538s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout (1)""))",Chrome 129.0.0.0,,,28-09-2024 10:29:08,28-09-2024 10:29:09,1.082s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,28-09-2024 10:29:09,28-09-2024 10:29:09,0.208s,PASSED
