Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Self-Heal Xpath,Chrome 129.0.0.0,,,28-09-2024 12:46:14,28-09-2024 12:47:02,48.024s,PASSED
,,,,,,,
Test Cases/Self-Heal Using Xpath,Chrome 129.0.0.0,,,28-09-2024 12:46:14,28-09-2024 12:47:02,47.948s,PASSED
"openBrowser("""")",Chrome 129.0.0.0,,,28-09-2024 12:46:14,28-09-2024 12:46:15,1.059s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 129.0.0.0,,,28-09-2024 12:46:15,28-09-2024 12:46:19,4.231s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Make Appointment (1)""))",Chrome 129.0.0.0,,,28-09-2024 12:46:19,28-09-2024 12:46:21,1.389s,PASSED
"setText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Username_username (1)""), ""John Doe"")",Chrome 129.0.0.0,,,28-09-2024 12:46:21,28-09-2024 12:46:21,0.913s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_CURA Healthcare Service/input_Password_password (1)""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 129.0.0.0,,,28-09-2024 12:46:21,28-09-2024 12:46:22,0.414s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/button_Login (1)""))",Chrome 129.0.0.0,,,28-09-2024 12:46:22,28-09-2024 12:47:00,37.926s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_CURA Healthcare_menu-toggle (1)""))",Chrome 129.0.0.0,,,28-09-2024 12:47:00,28-09-2024 12:47:01,0.756s,PASSED
"click(findTestObject(""Object Repository/Page_CURA Healthcare Service/a_Logout (1)""))",Chrome 129.0.0.0,,,28-09-2024 12:47:01,28-09-2024 12:47:02,1.012s,PASSED
closeBrowser(),Chrome 129.0.0.0,,,28-09-2024 12:47:02,28-09-2024 12:47:02,0.130s,PASSED
